日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
108/07/01,66370875,16445222750,245.5,250.0,245.0,248.5,9.5,29551
108/07/02,26832202,6671951743,249.5,250.0,247.5,249.0,0.5,12531
108/07/03,29549774,7190777082,244.0,245.0,242.0,242.5,-6.5,16033
108/07/04,18691240,4561556160,244.5,245.0,242.5,244.0,1.5,8565
108/07/05,27317074,6624379927,244.5,245.0,241.5,243.0,-1.0,9013
108/07/08,29190909,7057462187,240.0,244.5,240.0,242.5,-0.5,10552
108/07/09,16538987,3998096596,241.5,243.0,240.5,242.0,-0.5,6486
108/07/10,23812131,5839691357,243.0,247.0,243.0,247.0,5.0,12366
108/07/11,31296289,7809358257,250.0,250.0,247.5,250.0,3.0,14360
108/07/12,23868432,5984689000,252.0,252.0,249.5,250.5,0.5,8363
108/07/15,34264300,8663129910,251.0,254.5,249.5,254.5,4.0,12174
108/07/16,26141249,6678755679,254.0,256.5,253.5,256.0,1.5,8994
108/07/17,34346648,8686815824,254.0,254.0,251.0,252.0,-4.0,11106
108/07/18,20908575,5300082470,252.0,254.5,251.5,254.0,2.0,8245
108/07/19,59879798,15573278932,259.5,261.0,259.0,259.0,5.0,21827
108/07/22,31863639,8385222407,263.0,264.0,262.0,264.0,5.0,13424
108/07/23,29273223,7734089131,265.5,266.5,262.5,264.0,0.0,12791
108/07/24,24511039,6484708226,266.5,266.5,263.0,265.0,1.0,10617
108/07/25,30698545,8091922380,264.0,265.0,261.5,265.0,0.0,10643
108/07/26,20768071,5434082968,261.0,262.5,261.0,261.0,-4.0,8850
108/07/29,18473320,4822762518,260.0,262.0,259.5,261.0,0.0,6681
108/07/30,22895612,5975389270,262.5,263.0,260.0,260.0,-1.0,7191
108/07/31,36365601,9413416604,260.0,260.0,257.0,259.5,-0.5,10468
