日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
108/09/02,14776854,3800453292,258.0,258.0,256.0,257.5,-1.50,7608
108/09/03,26086495,6642868555,256.5,258.0,253.0,254.0,-3.50,11210
108/09/04,23697733,6081456520,254.0,258.0,254.0,257.5,+3.50,9291
108/09/05,49041728,12869665251,263.0,263.0,260.5,263.0,+5.50,22796
108/09/06,26609515,7016868801,265.0,265.0,263.0,263.5,+0.50,11957
108/09/09,17317833,4585545966,265.5,266.0,263.5,265.0,+1.50,8762
108/09/10,30019866,7862297242,263.5,264.0,260.5,261.5,-3.50,11831
108/09/11,36266015,9508884445,264.0,264.5,260.5,263.0,+1.50,12058
108/09/12,38792293,10198483555,265.0,265.0,261.5,262.5,-0.50,8282
108/09/16,38913966,10258240252,262.0,265.5,261.5,265.5,+3.00,11120
108/09/17,30069844,7979032930,266.5,266.5,264.5,265.0,-0.50,9222
108/09/18,51360759,13754334364,267.0,269.5,266.5,267.0,+2.00,17993
108/09/19,27165567,7216457755,268.0,268.0,264.0,265.0,X0.00,10194
108/09/20,44555865,11785924559,266.0,266.5,264.0,264.0,-1.00,9109
108/09/23,14220208,3749146092,264.0,264.0,263.0,264.0,0.00,5647
108/09/24,24304943,6419420695,263.5,265.5,262.0,265.0,+1.00,9180
108/09/25,23244163,6144037875,262.5,266.0,262.0,266.0,+1.00,7145
108/09/26,34128103,9139219995,269.0,269.5,266.5,268.0,+2.00,11861
108/09/27,44242817,12021629536,271.5,272.5,271.0,272.0,+4.00,16626
