日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
109/01/02,33282120,11224165450,332.5,339.0,332.5,339.0,8.0,17160
109/01/03,42023268,14295651580,344.0,345.0,335.5,339.5,0.5,20545
109/01/06,45677057,15210531318,333.0,334.5,332.0,332.0,-7.5,22944
109/01/07,51746181,17053282011,332.5,333.0,326.5,329.5,-2.5,22362
109/01/08,37913748,12484410088,325.0,333.0,325.0,329.5,0.0,18228
109/01/09,32397504,10890847940,335.0,337.5,333.5,337.5,8.0,16793
109/01/10,27880115,9432320316,340.5,341.0,336.0,339.5,2.0,13296
109/01/13,30663332,10455852739,342.0,342.0,339.0,341.5,2.0,13457
109/01/14,30368993,10488360978,345.5,346.0,344.5,346.0,4.5,16339
109/01/15,54575274,18590754206,345.0,345.0,337.5,340.0,-6.0,20392
109/01/16,58217420,19431133895,330.0,336.5,330.0,334.5,-5.5,24721
109/01/17,53908097,17977119406,334.0,335.5,332.0,333.0,-1.5,23954
109/01/20,35551203,11865436839,334.0,335.5,333.0,333.0,0.0,15095
109/01/30,126820049,40734449874,326.0,326.0,316.5,316.5,-16.5,55603
109/01/31,62912055,20205365710,323.0,323.5,319.0,320.0,3.5,22639
