日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
108/06/03,36687092,8651389851,235.5,238.5,232.0,238.0,+2.50,8857
108/06/04,24443428,5745045809,237.5,238.0,233.0,233.0,-5.00,11779
108/06/05,35901584,8461930934,238.0,238.0,234.0,235.0,+2.00,12064
108/06/06,34651731,8008768323,231.5,232.0,229.5,232.0,-3.00,14723
108/06/10,35521888,8442986620,237.5,240.0,234.5,240.0,+8.00,15588
108/06/11,34691670,8448805962,240.0,246.0,239.0,244.5,+4.50,13157
108/06/12,30409556,7469805086,244.5,247.5,243.0,246.0,+1.50,11457
108/06/13,33731724,8136137708,242.5,244.0,240.0,240.0,-6.00,13552
108/06/14,35403556,8396819832,238.5,239.5,236.0,236.0,-4.00,14911
108/06/17,51692012,12043369475,231.5,235.0,230.5,233.0,-3.00,20943
108/06/18,28798087,6758454612,234.0,235.5,233.0,235.5,+2.50,9681
108/06/19,50234372,12181979568,242.5,244.0,240.5,244.0,+8.50,20528
108/06/20,39717291,9697726719,242.0,245.5,241.0,245.0,+1.00,13879
108/06/21,62136304,15398139830,248.0,248.5,246.0,248.5,+3.50,19049
108/06/24,43460507,10476936660,241.0,242.0,240.0,241.0,X0.00,17780
108/06/25,29735283,7118002390,241.0,241.5,237.0,238.5,-2.50,11130
108/06/26,28770041,6757991717,235.0,236.5,234.0,234.5,-4.00,13535
108/06/27,42007834,10063332494,236.0,241.5,236.0,240.5,+6.00,14983
108/06/28,28085212,6715488371,241.5,241.5,238.0,239.0,-1.50,8987
